%%MatrixMarket matrix coordinate real general
3152 1089 6304
1 1 -1.0000000000000000e+00
1 112 1.0000000000000000e+00
2 1 -1.0000000000000000e+00
2 630 1.0000000000000000e+00
3 1 -1.0000000000000000e+00
3 5 1.0000000000000000e+00
4 2 -1.0000000000000000e+00
4 31 1.0000000000000000e+00
5 2 -1.0000000000000000e+00
5 628 1.0000000000000000e+00
6 2 -1.0000000000000000e+00
6 32 1.0000000000000000e+00
7 3 -1.0000000000000000e+00
7 58 1.0000000000000000e+00
8 3 -1.0000000000000000e+00
8 627 1.0000000000000000e+00
9 3 -1.0000000000000000e+00
9 59 1.0000000000000000e+00
10 4 -1.0000000000000000e+00
10 85 1.0000000000000000e+00
11 4 -1.0000000000000000e+00
11 629 1.0000000000000000e+00
12 4 -1.0000000000000000e+00
12 86 1.0000000000000000e+00
13 5 -1.0000000000000000e+00
13 6 1.0000000000000000e+00
14 5 -1.0000000000000000e+00
14 830 1.0000000000000000e+00
15 5 -1.0000000000000000e+00
15 630 1.0000000000000000e+00
16 6 -1.0000000000000000e+00
16 830 1.0000000000000000e+00
17 6 -1.0000000000000000e+00
17 471 1.0000000000000000e+00
18 6 -1.0000000000000000e+00
18 7 1.0000000000000000e+00
19 7 -1.0000000000000000e+00
19 8 1.0000000000000000e+00
20 7 -1.0000000000000000e+00
20 754 1.0000000000000000e+00
21 7 -1.0000000000000000e+00
21 471 1.0000000000000000e+00
22 8 -1.0000000000000000e+00
22 754 1.0000000000000000e+00
23 8 -1.0000000000000000e+00
23 598 1.0000000000000000e+00
24 8 -1.0000000000000000e+00
24 9 1.0000000000000000e+00
25 9 -1.0000000000000000e+00
25 598 1.0000000000000000e+00
26 9 -1.0000000000000000e+00
26 408 1.0000000000000000e+00
27 9 -1.0000000000000000e+00
27 10 1.0000000000000000e+00
28 10 -1.0000000000000000e+00
28 11 1.0000000000000000e+00
29 10 -1.0000000000000000e+00
29 803 1.0000000000000000e+00
30 10 -1.0000000000000000e+00
30 408 1.0000000000000000e+00
31 11 -1.0000000000000000e+00
31 803 1.0000000000000000e+00
32 11 -1.0000000000000000e+00
32 710 1.0000000000000000e+00
33 11 -1.0000000000000000e+00
33 12 1.0000000000000000e+00
34 12 -1.0000000000000000e+00
34 13 1.0000000000000000e+00
35 12 -1.0000000000000000e+00
35 1084 1.0000000000000000e+00
36 12 -1.0000000000000000e+00
36 710 1.0000000000000000e+00
37 13 -1.0000000000000000e+00
37 14 1.0000000000000000e+00
38 13 -1.0000000000000000e+00
38 897 1.0000000000000000e+00
39 13 -1.0000000000000000e+00
39 1084 1.0000000000000000e+00
40 13 -1.0000000000000000e+00
40 570 1.0000000000000000e+00
41 14 -1.0000000000000000e+00
41 15 1.0000000000000000e+00
42 14 -1.0000000000000000e+00
42 902 1.0000000000000000e+00
43 14 -1.0000000000000000e+00
43 897 1.0000000000000000e+00
44 15 -1.0000000000000000e+00
44 902 1.0000000000000000e+00
45 15 -1.0000000000000000e+00
45 427 1.0000000000000000e+00
46 15 -1.0000000000000000e+00
46 16 1.0000000000000000e+00
47 16 -1.0000000000000000e+00
47 17 1.0000000000000000e+00
48 16 -1.0000000000000000e+00
48 736 1.0000000000000000e+00
49 16 -1.0000000000000000e+00
49 427 1.0000000000000000e+00
50 17 -1.0000000000000000e+00
50 736 1.0000000000000000e+00
51 17 -1.0000000000000000e+00
51 514 1.0000000000000000e+00
52 17 -1.0000000000000000e+00
52 18 1.0000000000000000e+00
53 18 -1.0000000000000000e+00
53 19 1.0000000000000000e+00
54 18 -1.0000000000000000e+00
54 606 1.0000000000000000e+00
55 18 -1.0000000000000000e+00
55 514 1.0000000000000000e+00
56 19 -1.0000000000000000e+00
56 20 1.0000000000000000e+00
57 19 -1.0000000000000000e+00
57 992 1.0000000000000000e+00
58 19 -1.0000000000000000e+00
58 606 1.0000000000000000e+00
59 20 -1.0000000000000000e+00
59 992 1.0000000000000000e+00
60 20 -1.0000000000000000e+00
60 596 1.0000000000000000e+00
61 20 -1.0000000000000000e+00
61 21 1.0000000000000000e+00
62 21 -1.0000000000000000e+00
62 731 1.0000000000000000e+00
63 21 -1.0000000000000000e+00
63 22 1.0000000000000000e+00
64 21 -1.0000000000000000e+00
64 596 1.0000000000000000e+00
65 22 -1.0000000000000000e+00
65 23 1.0000000000000000e+00
66 22 -1.0000000000000000e+00
66 1012 1.0000000000000000e+00
67 22 -1.0000000000000000e+00
67 731 1.0000000000000000e+00
68 22 -1.0000000000000000e+00
68 447 1.0000000000000000e+00
69 23 -1.0000000000000000e+00
69 1012 1.0000000000000000e+00
70 23 -1.0000000000000000e+00
70 24 1.0000000000000000e+00
71 23 -1.0000000000000000e+00
71 966 1.0000000000000000e+00
72 23 -1.0000000000000000e+00
72 574 1.0000000000000000e+00
73 24 -1.0000000000000000e+00
73 966 1.0000000000000000e+00
74 24 -1.0000000000000000e+00
74 620 1.0000000000000000e+00
75 24 -1.0000000000000000e+00
75 25 1.0000000000000000e+00
76 25 -1.0000000000000000e+00
76 768 1.0000000000000000e+00
77 25 -1.0000000000000000e+00
77 26 1.0000000000000000e+00
78 25 -1.0000000000000000e+00
78 620 1.0000000000000000e+00
79 26 -1.0000000000000000e+00
79 768 1.0000000000000000e+00
80 26 -1.0000000000000000e+00
80 410 1.0000000000000000e+00
81 26 -1.0000000000000000e+00
81 27 1.0000000000000000e+00
82 27 -1.0000000000000000e+00
82 28 1.0000000000000000e+00
83 27 -1.0000000000000000e+00
83 601 1.0000000000000000e+00
84 27 -1.0000000000000000e+00
84 410 1.0000000000000000e+00
85 28 -1.0000000000000000e+00
85 29 1.0000000000000000e+00
86 28 -1.0000000000000000e+00
86 757 1.0000000000000000e+00
87 28 -1.0000000000000000e+00
87 601 1.0000000000000000e+00
88 29 -1.0000000000000000e+00
88 757 1.0000000000000000e+00
89 29 -1.0000000000000000e+00
89 474 1.0000000000000000e+00
90 29 -1.0000000000000000e+00
90 30 1.0000000000000000e+00
91 30 -1.0000000000000000e+00
91 31 1.0000000000000000e+00
92 30 -1.0000000000000000e+00
92 832 1.0000000000000000e+00
93 30 -1.0000000000000000e+00
93 474 1.0000000000000000e+00
94 31 -1.0000000000000000e+00
94 832 1.0000000000000000e+00
95 31 -1.0000000000000000e+00
95 628 1.0000000000000000e+00
96 32 -1.0000000000000000e+00
96 33 1.0000000000000000e+00
97 32 -1.0000000000000000e+00
